CódigoIBGE;CódigoMunicípio;Município;Estado;Regiao;Ano;PopTotalAgua;PopTotalEsgotamento;VolumeAguaProduzido;VolumeAguaConsumido;ConsumoAguaPercapita;ConsumoEnergiaEletrica;ConsumoEnergiaPercapita;InvestimentoTotalEstado;InvestimentoPercapita;QuantidadeParalizacoes;DuracaoParalizacoes;QuantidadeReclamacoes
3102209;310220;Alvarenga;MG;SE;2019;3907;3907;136.64;117.7;0.03;12;0;0;0;0;0;750
3102308;310230;Alvinópolis;MG;SE;2019;15203;15203;578.33;431.14;0.03;165;0.01;0;0;2;14;2245
3102407;310240;Alvorada de Minas;MG;SE;2019;3606;3606;82.34;59;0.02;156;0.04;0;0;0;0;554
3102506;310250;Amparo do Serra;MG;SE;2019;4713;4713;149.97;116.97;0.02;182;0.04;135000;28.64;4;38;956
3102605;310260;Andradas;MG;SE;2019;41077;41077;3199.99;1859.02;0.05;1121;0.03;0;0;0;0;12859
3102803;310280;Andrelândia;MG;SE;2019;12224;12224;649.23;490.15;0.04;652;0.05;0;0;0;0;3956
3102852;310285;Angelândia;MG;SE;2019;8520;8520;232.05;158.74;0.02;140.27;0.02;;0;32;208;50
3102902;310290;Antônio Carlos;MG;SE;2019;11445;11445;523.84;356.87;0.03;281;0.02;0;0;0;0;2822
3103009;310300;Antônio Dias;MG;SE;2019;9318;9318;236.15;181.83;0.02;173;0.02;0;0;0;0;2208
3103108;310310;Antônio Prado de Minas;MG;SE;2019;1598;;68.35;52.06;0.03;87;0.05;0;0;0;0;296
3103207;310320;Araçaí;MG;SE;2019;2347;2347;135.68;113.25;0.05;192;0.08;0;0;0;0;532
3103306;310330;Aracitaba;MG;SE;2019;2063;2063;205.06;80.53;0.04;0;0;0;0;0;0;344
3103405;310340;Araçuaí;MG;SE;2019;36708;36708;1956.93;1261.9;0.03;1299.71;0.04;0;0;4;39;12687
3103504;310350;Araguari;MG;SE;2019;117267;117267;22864;16739.3;0.14;5219.11;0.04;0;0;0;0;5700
3103603;310360;Arantina;MG;SE;2019;2795;2795;16.7;11.6;0;0;0;0;0;0;0;262
3103702;310370;Araponga;MG;SE;2019;8439;8439;177.6;138.05;0.02;152;0.02;0;0;0;0;831
3103751;310375;Araporã;MG;SE;2019;6869;6869;1399.07;980;0.14;312.8;0.05;0;0;5;42;92
3103801;310380;Arapuá;MG;SE;2019;2834;2834;450.34;420.54;0.15;;0;0;0;12;72;30
3103900;310390;Araújos;MG;SE;2019;9273;9273;602.67;383.84;0.04;251.11;0.03;0;0;16;135;3687
3104007;310400;Araxá;MG;SE;2019;106229;106229;8157.3;5518.33;0.05;6919;0.07;0;0;36;387;64970
3104106;310410;Arceburgo;MG;SE;2019;10772;10772;586.18;471.09;0.04;284;0.03;0;0;0;0;3469
3104205;310420;Arcos;MG;SE;2019;40092;40092;3345.74;2267.18;0.06;2970;0.07;0;0;0;0;16942
3104304;310430;Areado;MG;SE;2019;15070;;772.3;619.43;0.04;629;0.04;0;0;0;0;5880
3104403;310440;Argirita;MG;SE;2019;2727;2727;237;166.5;0.06;;0;0;0;12;93;43
3104452;310445;Aricanduva;MG;SE;2019;5231;5231;96.23;74.23;0.01;94.69;0.02;;0;6;40;17
3104502;310450;Arinos;MG;SE;2019;17875;17875;699.72;557.15;0.03;397;0.02;0;0;0;0;6736
3104601;310460;Astolfo Dutra;MG;SE;2019;14179;14179;928.84;636.73;0.04;281;0.02;0;0;1;70;5860
3104700;310470;Ataléia;MG;SE;2019;12868;12868;426.62;283.73;0.02;268.51;0.02;0;0;2;61;2455
3104809;310480;Augusto de Lima;MG;SE;2019;4869;;198.1;148.35;0.03;84;0.02;0;0;0;0;1303
3104908;310490;Baependi;MG;SE;2019;19148;19148;1111.87;755.61;0.04;834;0.04;0;0;0;0;6362
3105004;310500;Baldim;MG;SE;2019;7826;7826;422.41;227.71;0.03;303;0.04;0;0;0;0;2452
3105103;310510;Bambuí;MG;SE;2019;23829;23829;1743.2;1208.57;0.05;1234;0.05;0;0;0;0;10790
3105202;310520;Bandeira;MG;SE;2019;4795;4795;196.93;130;0.03;162.16;0.03;;0;27;195;41
3105301;310530;Bandeira do Sul;MG;SE;2019;5746;5746;466;240;0.04;287;0.05;0;0;0;0;360
3105400;310540;Barão de Cocais;MG;SE;2019;32485;32485;2014.91;1407.06;0.04;1313;0.04;0;0;0;0;13875
3105509;310550;Barão de Monte Alto;MG;SE;2019;5397;;330.91;201.22;0.04;192;0.04;0;0;0;0;1885
3105608;310560;Barbacena;MG;SE;2019;137313;137313;8632.4;6968.71;0.05;8918.75;0.06;0;0;31;248;71846
3105707;310570;Barra Longa;MG;SE;2019;5131;;181.66;142.52;0.03;207;0.04;0;0;0;0;746
3105905;310590;Barroso;MG;SE;2019;20810;20810;1285.58;873.18;0.04;865;0.04;0;0;0;0;7697
3106002;310600;Bela Vista de Minas;MG;SE;2019;10255;;607.4;401.75;0.04;1007;0.1;0;0;2;48;2959
3106101;310610;Belmiro Braga;MG;SE;2019;3429;;66.19;49.89;0.01;27;0.01;0;0;0;0;274
3106200;310620;Belo Horizonte;MG;SE;2019;2512070;2512070;239462.43;139031.11;0.06;178980.1;0.07;0;0;795;10470;880155
3106309;310630;Belo Oriente;MG;SE;2019;26700;26700;1705.22;446.38;0.02;1167.26;0.04;0;0;1;24;10356
3106408;310640;Belo Vale;MG;SE;2019;7715;7715;304.88;245.29;0.03;77;0.01;0;0;0;0;1642
3106507;310650;Berilo;MG;SE;2019;11932;11932;285.8;197.73;0.02;371.14;0.03;;0;9;84;374
3106655;310665;Berizal;MG;SE;2019;4735;;180.16;146.59;0.03;175;0.04;0;0;0;0;1338
3106606;310660;Bertópolis;MG;SE;2019;4604;4604;246.51;112.97;0.02;113.55;0.02;;0;1;7;92
3106705;310670;Betim;MG;SE;2019;439340;439340;36416.14;17679.22;0.04;37789.68;0.09;0;0;12;99;174732
3106804;310680;Bias Fortes;MG;SE;2019;3379;3379;126.14;74.24;0.02;;0;0;0;0;0;4
3106903;310690;Bicas;MG;SE;2019;14494;14494;1065.55;677.79;0.05;1200;0.08;0;0;0;0;6463
3107000;310700;Biquinhas;MG;SE;2019;2515;;140.24;108.12;0.04;88;0.03;0;0;0;0;964
3107109;310710;Boa Esperança;MG;SE;2019;40127;40127;3355.51;2099.61;0.05;2132.05;0.05;0;0;0;0;7415
3107208;310720;Bocaina de Minas;MG;SE;2019;;;;;0;;0;;0;;;
3107307;310730;Bocaiúva;MG;SE;2019;49979;49979;3435;2069.51;0.04;1660.41;0.03;0;0;2;18;11066
3107406;310740;Bom Despacho;MG;SE;2019;50605;50605;3341.96;2355.34;0.05;3022;0.06;0;0;0;0;24960
3107505;310750;Bom Jardim de Minas;MG;SE;2019;6474;6474;386.06;304.82;0.05;89;0.01;0;0;0;0;1991
3107604;310760;Bom Jesus da Penha;MG;SE;2019;4217;4217;214.3;167.93;0.04;260;0.06;0;0;0;0;1036
3107703;310770;Bom Jesus do Amparo;MG;SE;2019;6083;6083;201.09;153.46;0.03;190;0.03;0;0;0;0;1084
3107802;310780;Bom Jesus do Galho;MG;SE;2019;14935;14935;635.57;473.19;0.03;355;0.02;0;0;0;0;2984
3107901;310790;Bom Repouso;MG;SE;2019;10547;10547;352.72;285;0.03;262;0.02;0;0;0;0;2501
3108008;310800;Bom Sucesso;MG;SE;2019;17603;17603;960;672;0.04;;0;0;0;3;18;332
3108107;310810;Bonfim;MG;SE;2019;6868;6868;326.91;248.65;0.04;272;0.04;0;0;0;0;2472
3108206;310820;Bonfinópolis de Minas;MG;SE;2019;5493;5493;285.35;206.67;0.04;185;0.03;0;0;0;0;1971
3108255;310825;Bonito de Minas;MG;SE;2019;11230;;163.3;129.84;0.01;114;0.01;0;0;0;0;1539
3108305;310830;Borda da Mata;MG;SE;2019;19412;19412;754.01;539.94;0.03;507;0.03;0;0;0;0;4627
3108404;310840;Botelhos;MG;SE;2019;14971;14971;812.49;608.84;0.04;785;0.05;0;0;0;0;6131
3108503;310850;Botumirim;MG;SE;2019;6319;6319;207.16;124.01;0.02;254.57;0.04;;0;2;24;292
3108552;310855;Brasilândia de Minas;MG;SE;2019;16538;16538;770.07;636.64;0.04;659;0.04;0;0;0;0;5743
3108602;310860;Brasília de Minas;MG;SE;2019;32347;32347;1048.06;730.21;0.02;1014;0.03;0;0;0;0;12922
3108701;310870;Brás Pires;MG;SE;2019;4333;4333;450;650;0.15;190;0.04;0;0;2;48;99
3108800;310880;Braúnas;MG;SE;2019;4801;;156.81;90.19;0.02;99;0.02;0;0;0;0;762
3108909;310890;Brazópolis;MG;SE;2019;14459;14459;751.42;495.76;0.03;604;0.04;0;0;0;0;3240
3109006;310900;Brumadinho;MG;SE;2019;40103;40103;2518.1;1539.64;0.04;3295.83;0.08;0;0;2;38;12977
3109105;310910;Bueno Brandão;MG;SE;2019;11001;11001;362.96;265.08;0.02;369;0.03;0;0;0;0;2158
3109204;310920;Buenópolis;MG;SE;2019;10365;10365;383.75;306.76;0.03;223;0.02;0;0;0;0;5241
3109253;310925;Bugre;MG;SE;2019;3982;3982;70.16;53.55;0.01;71;0.02;0;0;0;0;683
3109303;310930;Buritis;MG;SE;2019;24841;24841;1114.75;807.44;0.03;449;0.02;0;0;0;0;9377
3109402;310940;Buritizeiro;MG;SE;2019;28056;;2070.81;1198.67;0.04;731.95;0.03;0;0;0;0;7116
3109451;310945;Cabeceira Grande;MG;SE;2019;6949;;283.64;250.99;0.04;400.16;0.06;0;0;15;180;362
3109501;310950;Cabo Verde;MG;SE;2019;14075;14075;484.64;369.46;0.03;287;0.02;0;0;0;0;4621
3109600;310960;Cachoeira da Prata;MG;SE;2019;3603;3603;226.15;226.15;0.06;481.95;0.13;0;0;2;12;45
3109709;310970;Cachoeira de Minas;MG;SE;2019;11547;11547;562.75;426.33;0.04;493;0.04;0;0;0;0;2490
3102704;310270;Cachoeira de Pajeú;MG;SE;2019;9412;;161.37;120.75;0.01;356.68;0.04;;0;28;220;30
3109808;310980;Cachoeira Dourada;MG;SE;2019;2692;2692;115;100;0.04;14.5;0.01;0;0;6;48;320
3109907;310990;Caetanópolis;MG;SE;2019;11624;11624;669.88;445.81;0.04;612;0.05;0;0;0;0;2708
3110004;311000;Caeté;MG;SE;2019;44718;44718;2739.07;2621.93;0.06;1295;0.03;0;0;0;0;9420
3110103;311010;Caiana;MG;SE;2019;5496;5496;170.19;110.45;0.02;51;0.01;0;0;1;12;1418
3110202;311020;Cajuri;MG;SE;2019;3987;3987;163.8;107.01;0.03;118;0.03;0;0;0;0;885
3110301;311030;Caldas;MG;SE;2019;14480;14480;634.96;396.56;0.03;362;0.03;0;0;0;0;3389
3110400;311040;Camacho;MG;SE;2019;2901;;115.81;75.69;0.03;83;0.03;0;0;0;0;713
3110509;311050;Camanducaia;MG;SE;2019;21770;21770;1708.55;1120.66;0.05;1188;0.05;0;0;0;0;7574
3110608;311060;Cambuí;MG;SE;2019;29551;29551;2869.47;1484.4;0.05;2021.81;0.07;0;0;0;0;7065
3110707;311070;Cambuquira;MG;SE;2019;12814;12814;1152.15;335.11;0.03;1138;0.09;0;0;0;0;2008
3110806;311080;Campanário;MG;SE;2019;3721;;151.34;110.42;0.03;128;0.03;0;0;1;8;1285
3110905;311090;Campanha;MG;SE;2019;16665;16665;794.89;589.42;0.04;468;0.03;0;0;0;0;8846
3111002;311100;Campestre;MG;SE;2019;21055;21055;858.72;645.09;0.03;847;0.04;0;0;0;0;5137
3111101;311110;Campina Verde;MG;SE;2019;19745;19745;1124.12;723.62;0.04;834;0.04;0;0;4;44;6326
3111150;311115;Campo Azul;MG;SE;2019;3817;;80.99;64.77;0.02;80;0.02;0;0;0;0;949
3111200;311120;Campo Belo;MG;SE;2019;54029;54029;4171;2484.4;0.05;4490.58;0.08;0;0;25;172;5422
3111309;311130;Campo do Meio;MG;SE;2019;11655;11655;589;589;0.05;305;0.03;0;0;13;86;144
3111408;311140;Campo Florido;MG;SE;2019;8151;8151;516.29;338.07;0.04;312;0.04;0;0;0;0;3537
3111507;311150;Campos Altos;MG;SE;2019;15461;15461;842.13;592.52;0.04;390;0.03;0;0;0;0;4593
3111606;311160;Campos Gerais;MG;SE;2019;28774;28774;1224.25;940.32;0.03;998;0.03;0;0;3;22;8004
3111705;311170;Canaã;MG;SE;2019;4563;4563;110.52;84.31;0.02;196;0.04;0;0;0;0;715
3111804;311180;Canápolis;MG;SE;2019;12150;;718.74;546.51;0.04;297;0.02;0;0;1;11;3156
3111903;311190;Cana Verde;MG;SE;2019;5603;5603;257.87;190.35;0.03;289;0.05;0;0;0;0;1745
3112000;311200;Candeias;MG;SE;2019;14886;14886;653.27;552.52;0.04;563;0.04;0;0;0;0;3152
3112059;311205;Cantagalo;MG;SE;2019;4525;4525;114.61;83.62;0.02;23;0.01;0;0;0;0;892
3112109;311210;Caparaó;MG;SE;2019;5438;5438;102.59;75.03;0.01;67;0.01;0;0;0;0;1031
3112208;311220;Capela Nova;MG;SE;2019;4653;4653;140.56;112.25;0.02;155;0.03;0;0;0;0;750
3112307;311230;Capelinha;MG;SE;2019;37784;37784;1670.97;1302.49;0.03;3881.05;0.1;0;0;26;265;16598
3112406;311240;Capetinga;MG;SE;2019;6920;6920;389.14;318.1;0.05;106;0.02;0;0;0;0;2282
3112505;311250;Capim Branco;MG;SE;2019;9754;9754;899.83;548.96;0.06;743;0.08;0;0;0;0;8565
3112604;311260;Capinópolis;MG;SE;2019;16173;16173;1161.25;801.46;0.05;446;0.03;0;0;8;83;5330
3112653;311265;Capitão Andrade;MG;SE;2019;5468;5468;258;250;0.05;;0;0;0;0;0;714
3112703;311270;Capitão Enéas;MG;SE;2019;15234;15234;479.63;339.62;0.02;536;0.04;0;0;0;0;7020
3112802;311280;Capitólio;MG;SE;2019;8632;8632;1029.2;768.77;0.09;829;0.1;0;0;1;7;3536
3112901;311290;Caputira;MG;SE;2019;9298;9298;263.48;197.14;0.02;154;0.02;0;0;0;0;1720
3113008;311300;Caraí;MG;SE;2019;23685;23685;487.53;290.02;0.01;362.89;0.02;;0;11;77;106
3113107;311310;Caranaíba;MG;SE;2019;3183;3183;170;150;0.05;0;0;0;0;10;60;50
3113206;311320;Carandaí;MG;SE;2019;25501;25501;1326.07;917.02;0.04;1188;0.05;0;0;2;31;8595
3113305;311330;Carangola;MG;SE;2019;33000;33000;3027.2;1721.74;0.05;441.2;0.01;0;0;40;339;3773
3113404;311340;Caratinga;MG;SE;2019;92062;92062;5149.18;3302.01;0.04;2506;0.03;0;0;0;0;34793
3113503;311350;Carbonita;MG;SE;2019;9405;9405;384.05;297.6;0.03;257.03;0.03;0;0;3;21;3037
3113602;311360;Careaçu;MG;SE;2019;6757;6757;318.94;244.43;0.04;112;0.02;0;0;0;0;2522
3113701;311370;Carlos Chagas;MG;SE;2019;18837;18837;828.04;581.05;0.03;460.83;0.02;0;0;18;190;6393
3113800;311380;Carmésia;MG;SE;2019;2632;2632;175;105;0.04;;0;0;0;24;190;1095
3113909;311390;Carmo da Cachoeira;MG;SE;2019;12170;12170;552.48;396.55;0.03;375;0.03;0;0;0;0;4894
3114006;311400;Carmo da Mata;MG;SE;2019;11476;11476;746.52;701;0.06;1452;0.13;0;0;35;245;1249
3114105;311410;Carmo de Minas;MG;SE;2019;14859;14859;770;589.43;0.04;;0;0;0;5;30;2057
3114204;311420;Carmo do Cajuru;MG;SE;2019;22478;22478;1722;1232.86;0.05;1146.69;0.05;0;0;14;112;1946
3114303;311430;Carmo do Paranaíba;MG;SE;2019;30329;30329;1800.93;1322.83;0.04;2467;0.08;0;0;0;0;13851
3114402;311440;Carmo do Rio Claro;MG;SE;2019;21225;21225;956.69;779.23;0.04;924;0.04;0;0;0;0;7969
3114501;311450;Carmópolis de Minas;MG;SE;2019;19355;19355;1130;875;0.05;805;0.04;0;0;0;0;700
3114550;311455;Carneirinho;MG;SE;2019;10027;10027;466.68;375.43;0.04;293;0.03;0;0;0;0;3712
3114600;311460;Carrancas;MG;SE;2019;;;;;0;;0;;0;;;
3114709;311470;Carvalhópolis;MG;SE;2019;3579;3579;160.78;138.35;0.04;121;0.03;0;0;0;0;997
3114808;311480;Carvalhos;MG;SE;2019;4478;4478;157.68;121.1;0.03;143;0.03;0;0;0;0;1202
3114907;311490;Casa Grande;MG;SE;2019;;;;;0;;0;;0;;;
3115003;311500;Cascalho Rico;MG;SE;2019;3075;;141.17;121.01;0.04;86;0.03;0;0;0;0;898
3115102;311510;Cássia;MG;SE;2019;17740;17740;1280.16;904.45;0.05;649;0.04;0;0;0;0;7361
3115300;311530;Cataguases;MG;SE;2019;75123;75123;5806.2;3422.04;0.05;4542;0.06;0;0;0;0;29936
3115359;311535;Catas Altas;MG;SE;2019;5376;5376;946;364;0.07;;0;;0;5;61;18
3115409;311540;Catas Altas da Noruega;MG;SE;2019;;;;;0;;0;;0;;;
3115458;311545;Catuji;MG;SE;2019;6311;6311;224.48;129.04;0.02;149;0.02;;0;5;35;46
3115474;311547;Catuti;MG;SE;2019;4986;4986;97.19;88.17;0.02;1;0;0;0;24;402;2493
3115508;311550;Caxambu;MG;SE;2019;21656;21656;1189.05;977;0.05;1742;0.08;0;0;0;0;14623
3115607;311560;Cedro do Abaeté;MG;SE;2019;1164;1164;64.57;52.59;0.05;125;0.11;0;0;0;0;519
3115706;311570;Central de Minas;MG;SE;2019;7032;7032;410;330;0.05;578;0.08;0;0;0;0;548
3115805;311580;Centralina;MG;SE;2019;10350;10350;555.56;429.07;0.04;377;0.04;0;0;0;0;3270
3115904;311590;Chácara;MG;SE;2019;3154;3154;159.42;99.64;0.03;209;0.07;0;0;0;0;946
3116001;311600;Chalé;MG;SE;2019;5704;5704;2284;578.83;0.1;;0;;0;20;120;72
3116100;311610;Chapada do Norte;MG;SE;2019;15356;;251.25;226.53;0.01;431;0.03;;0;19;201;105
3116159;311615;Chapada Gaúcha;MG;SE;2019;13680;;339.37;299.19;0.02;266;0.02;0;0;0;0;4421
3116209;311620;Chiador;MG;SE;2019;2687;2687;88;60;0.02;;0;;0;0;0;14
3116308;311630;Cipotânea;MG;SE;2019;6787;6787;206.88;138.25;0.02;112;0.02;0;0;0;0;976
3116407;311640;Claraval;MG;SE;2019;4843;4843;249.23;220.23;0.05;338.24;0.07;0;0;0;0;9
3116506;311650;Claro dos Poções;MG;SE;2019;7551;7551;273.13;200.47;0.03;153;0.02;0;0;0;0;3611
3116605;311660;Cláudio;MG;SE;2019;28617;28617;1367.06;1050.72;0.04;893;0.03;0;0;0;0;13017
3116704;311670;Coimbra;MG;SE;2019;7556;;295.89;181.87;0.02;237;0.03;0;0;0;0;1731
3116803;311680;Coluna;MG;SE;2019;8873;;216.48;169.91;0.02;192;0.02;0;0;0;0;1615
3116902;311690;Comendador Gomes;MG;SE;2019;3111;3111;116.01;97.15;0.03;131;0.04;0;0;0;0;802
3117009;311700;Comercinho;MG;SE;2019;6929;6929;191.87;141.83;0.02;477.38;0.07;;0;5;45;73
3117108;311710;Conceição da Aparecida;MG;SE;2019;10292;;477.29;367.8;0.04;404;0.04;0;0;0;0;2417
3115201;311520;Conceição da Barra de Minas;MG;SE;2019;3954;3954;154.37;108.95;0.03;173;0.04;0;0;0;0;673
3117306;311730;Conceição das Alagoas;MG;SE;2019;27893;27893;2880;1850;0.07;1600;0.06;0;0;2;12;2600
3117207;311720;Conceição das Pedras;MG;SE;2019;2812;2812;420;420;0.15;558;0.2;0;0;13;188;50
3117405;311740;Conceição de Ipanema;MG;SE;2019;4574;4574;508;436;0.1;18;0;0;0;8;56;102
3117504;311750;Conceição do Mato Dentro;MG;SE;2019;17842;17842;1012.86;667.08;0.04;1174;0.07;0;0;0;0;13199
3117603;311760;Conceição do Pará;MG;SE;2019;5507;5507;245.78;173.85;0.03;151;0.03;0;0;0;0;1689
3117702;311770;Conceição do Rio Verde;MG;SE;2019;13638;13638;887.28;537.17;0.04;561;0.04;0;0;0;0;5225
3117801;311780;Conceição dos Ouros;MG;SE;2019;11638;11638;739.13;499.58;0.04;481;0.04;0;0;0;0;3461
3117836;311783;Cônego Marinho;MG;SE;2019;7642;;80.2;65.76;0.01;65;0.01;0;0;0;0;782
3117876;311787;Confins;MG;SE;2019;6730;6730;1227.24;741.41;0.11;736;0.11;0;0;1;7;6033
3117900;311790;Congonhal;MG;SE;2019;11950;11950;566.31;395.78;0.03;215;0.02;0;0;0;0;2508
3118007;311800;Congonhas;MG;SE;2019;54762;54762;3270.18;2232.88;0.04;1868;0.03;0;0;124;1270;23048
3118106;311810;Congonhas do Norte;MG;SE;2019;5045;5045;155.6;135.13;0.03;;0;;0;6;70;35
3118205;311820;Conquista;MG;SE;2019;6939;6939;425.14;318.39;0.05;332;0.05;0;0;1;8;3408
3118304;311830;Conselheiro Lafaiete;MG;SE;2019;128589;128589;8783.24;5605.1;0.04;7691;0.06;0;0;149;1720;55514
3118403;311840;Conselheiro Pena;MG;SE;2019;22921;22921;1886.6;1238.6;0.05;715.26;0.03;0;0;0;0;4915
3118502;311850;Consolação;MG;SE;2019;1783;1783;60.5;50.5;0.03;82;0.05;0;0;10;190;75
3118601;311860;Contagem;MG;SE;2019;663855;663855;67286.2;29707.66;0.04;55033.2;0.08;0;0;156;2105;212571
3118700;311870;Coqueiral;MG;SE;2019;9159;9159;577.3;411.12;0.04;449.82;0.05;0;0;1;6;2098
3118809;311880;Coração de Jesus;MG;SE;2019;26602;26602;728.15;471.55;0.02;564;0.02;0;0;0;0;8826
3118908;311890;Cordisburgo;MG;SE;2019;8890;8890;429.21;288.73;0.03;360;0.04;0;0;0;0;2723
3119005;311900;Cordislândia;MG;SE;2019;3538;;154.75;131.51;0.04;144;0.04;0;0;0;0;1112
3119104;311910;Corinto;MG;SE;2019;23731;23731;1344.01;955.6;0.04;911;0.04;0;0;0;0;13862
3119203;311920;Coroaci;MG;SE;2019;9991;;296.25;230.8;0.02;111;0.01;0;0;0;0;1833
3119302;311930;Coromandel;MG;SE;2019;27974;27974;1667.4;1340.29;0.05;2582;0.09;0;0;0;0;12125
3119401;311940;Coronel Fabriciano;MG;SE;2019;109855;109855;10094.59;4365.03;0.04;5559;0.05;0;0;21;444;48598
3119500;311950;Coronel Murta;MG;SE;2019;9222;9222;347.14;284.5;0.03;263.47;0.03;0;0;5;54;2739
3119609;311960;Coronel Pacheco;MG;SE;2019;3086;3086;914.5;352.3;0.11;;0;0;0;4;32;120
3119708;311970;Coronel Xavier Chaves;MG;SE;2019;3434;3434;129.6;96.99;0.03;102;0.03;0;0;0;0;545
3119807;311980;Córrego Danta;MG;SE;2019;3215;3215;181.14;106.57;0.03;170;0.05;0;0;0;0;1138
3119906;311990;Córrego do Bom Jesus;MG;SE;2019;3704;3704;565;230;0.06;;0;0;0;0;0;800
3119955;311995;Córrego Fundo;MG;SE;2019;6337;6337;584.77;362.33;0.06;443.02;0.07;0;0;0;0;599
3120003;312000;Córrego Novo;MG;SE;2019;2771;2771;155.14;109.63;0.04;131;0.05;0;0;3;39;963
3120102;312010;Couto de Magalhães de Minas;MG;SE;2019;4410;4410;234.21;191.28;0.04;163.52;0.04;;0;15;120;40
3120151;312015;Crisólita;MG;SE;2019;6704;6704;236.79;135.62;0.02;109.73;0.02;;0;4;28;106
3120201;312020;Cristais;MG;SE;2019;12798;12798;580.43;478.96;0.04;523;0.04;0;0;0;0;2949
3120300;312030;Cristália;MG;SE;2019;5971;5971;166.3;108.39;0.02;424;0.07;0;0;0;0;1762
3120409;312040;Cristiano Otoni;MG;SE;2019;5150;;202;177.42;0.03;223;0.04;0;0;0;0;1667
3120508;312050;Cristina;MG;SE;2019;10242;10242;1055.63;969.34;0.09;41.02;0;0;0;12;72;150
3120607;312060;Crucilândia;MG;SE;2019;5034;5034;234.58;179.63;0.04;80;0.02;0;0;0;0;1283
3120706;312070;Cruzeiro da Fortaleza;MG;SE;2019;3626;;239.39;197.61;0.05;144;0.04;0;0;1;9;1149
3120805;312080;Cruzília;MG;SE;2019;15417;15417;850.35;604.12;0.04;972;0.06;0;0;0;0;7487
3120839;312083;Cuparaque;MG;SE;2019;4982;4982;53.27;34.08;0.01;34;0.01;0;0;0;0;349
3120870;312087;Curral de Dentro;MG;SE;2019;7729;;211.26;185.85;0.02;191;0.02;0;0;0;0;1584
3120904;312090;Curvelo;MG;SE;2019;80129;80129;5567.1;3355.6;0.04;4780;0.06;0;0;0;0;62938
3121001;312100;Datas;MG;SE;2019;5410;5410;265.52;223.71;0.04;118.22;0.02;0;0;4;48;1296
3121100;312110;Delfim Moreira;MG;SE;2019;8025;8025;552;552;0.07;;0;0;0;0;0;500
3121209;312120;Delfinópolis;MG;SE;2019;7114;7114;313.34;250.61;0.04;43;0.01;0;0;0;0;2482
3121258;312125;Delta;MG;SE;2019;10533;10533;1050;1300;0.12;1150;0.11;0;0;99;778;1800
3121308;312130;Descoberto;MG;SE;2019;5013;5013;488.72;139.41;0.03;193;0.04;0;0;0;0;866
3121407;312140;Desterro de Entre Rios;MG;SE;2019;7243;7243;658;658;0.09;509;0.07;;0;28;202;638
3121506;312150;Desterro do Melo;MG;SE;2019;2901;2901;105.65;76.35;0.03;230;0.08;0;0;1;8;537
3121605;312160;Diamantina;MG;SE;2019;47723;47723;2661.39;2012.69;0.04;3334.85;0.07;0;0;16;150;24731
3121704;312170;Diogo de Vasconcelos;MG;SE;2019;3802;3802;174.72;95.82;0.03;20.54;0.01;0;0;8;142;100
3121803;312180;Dionísio;MG;SE;2019;7729;7729;224.58;167.87;0.02;28;0;0;0;0;0;1787
3121902;312190;Divinésia;MG;SE;2019;3417;3417;163.1;126.29;0.04;208;0.06;0;0;0;0;864
3122009;312200;Divino;MG;SE;2019;19931;19931;657.89;486.44;0.02;671;0.03;0;0;0;0;6273
3122108;312210;Divino das Laranjeiras;MG;SE;2019;4979;;227.48;167.54;0.03;251;0.05;0;0;9;90;1493
3122207;312220;Divinolândia de Minas;MG;SE;2019;7571;7571;550;460;0.06;603;0.08;0;0;0;0;100
3122306;312230;Divinópolis;MG;SE;2019;238230;238230;20821.8;12338.73;0.05;14254;0.06;0;0;39;373;103683
3122355;312235;Divisa Alegre;MG;SE;2019;6786;;282.77;234.08;0.03;813;0.12;0;0;0;0;3055
3122405;312240;Divisa Nova;MG;SE;2019;6011;6011;306.2;235.26;0.04;367;0.06;0;0;0;0;1951
3122454;312245;Divisópolis;MG;SE;2019;11019;11019;316.84;238.51;0.02;483;0.04;0;0;4;42;3675
3122470;312247;Dom Bosco;MG;SE;2019;;;;;0;;0;;0;;;
3122504;312250;Dom Cavati;MG;SE;2019;5072;5072;347.49;226.89;0.04;177;0.03;0;0;0;0;1573
3122603;312260;Dom Joaquim;MG;SE;2019;4195;4195;219.58;167.56;0.04;183;0.04;0;0;0;0;1148
3122702;312270;Dom Silvério;MG;SE;2019;5237;5237;274.13;209.02;0.04;144;0.03;0;0;1;12;1334
3122801;312280;Dom Viçoso;MG;SE;2019;3001;3001;236;236;0.08;19.6;0.01;0;0;15;180;15
3122900;312290;Dona Eusébia;MG;SE;2019;6572;6572;400.08;293.37;0.04;277;0.04;0;0;0;0;2282
3123007;312300;Dores de Campos;MG;SE;2019;10153;10153;657;657;0.06;17.02;0;0;0;4;48;320
3123106;312310;Dores de Guanhães;MG;SE;2019;5169;;548.95;450.26;0.09;;0;0;0;0;0;150
3123205;312320;Dores do Indaiá;MG;SE;2019;13483;13483;813.57;600.26;0.04;864;0.06;0;0;0;0;6453
3123304;312330;Dores do Turvo;MG;SE;2019;4259;4259;134.73;90.19;0.02;46;0.01;0;0;0;0;1090
3123403;312340;Doresópolis;MG;SE;2019;;;;;0;;0;;0;;;
3123502;312350;Douradoquara;MG;SE;2019;;;;;0;;0;;0;;;
